,substation,division,town,trans_feeders,subtrans_feeders,dist_feeders,banks,rated voltage,rated mva,circuits,customers served,age,v1,v2,v3,mva1,mva2,mva3,mva4,mva5,v1_bigger,total_rated_MW,sum_feeders,_merge
334,FARNAN RD MINI,East,Moreau,0.0,1.0,1.0,1.0,34.5/13.8,0.5,2.0,1025.0,1992-10-01,34.5,13.8,0.0,0.5,0.0,0.0,0.0,0.0,True,,,left_only
335,FAYETTE STREET,Central,Syracuse,0.0,4.0,13.0,2.0,34.5/4.16,12/16/20,17.0,7041.0,1967-01-01,34.5,4.16,0.0,12.0,16.0,20.0,0.0,0.0,True,6.023680000000001,8.0,both
336,FINDLEY LAKE,West,Mina,0.0,1.0,2.0,1.0,34.5/4.8,2.5,3.0,992.0,1969-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
337,FINE,Central,Fine,0.0,1.0,1.0,1.0,34.5/4.8,1,2.0,402.0,1952-01-01,34.5,4.8,0.0,1.0,0.0,0.0,0.0,0.0,True,,,left_only
338,FIREHOUSE,East,Halfmoon,2.0,0.0,2.0,1.0,115/13.8,15/20/25,4.0,4492.0,1991-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
339,FISHER,Central,Cortlandville,0.0,1.0,2.0,1.0,34.5/13.8,5/6.25,3.0,2439.0,1972-01-01,34.5,13.8,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
340,FLORIDA,East,Florida,1.0,0.0,2.0,1.0,69/13.2,11.2/14,3.0,2538.0,2011-12-16,69.0,13.2,0.0,11.2,14.0,0.0,0.0,0.0,True,,,left_only
341,FLY RD,Central,Dewitt,2.0,0.0,4.0,1.0,115/13.8,20/26.67/33.33,6.0,3756.0,2008-03-01,115.0,13.8,0.0,20.0,26.67,33.33,0.0,0.0,True,13.543199999999999,4.0,both
342,FORT GAGE,East,Lake George,0.0,2.0,1.0,1.0,34.4/13.8,5/5.6/7,3.0,2088.0,1968-02-01,34.4,13.8,0.0,5.0,5.6,7.0,0.0,0.0,True,,,left_only
343,FORTS FERRY,East,Colonie,2.0,0.0,4.0,1.0,115/13.8,15/20/25,6.0,2146.0,2006-03-30,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
344,FRANKFORT,Central,Frankfort,0.0,1.0,2.0,1.0,46/4.16,3.75/4.68,3.0,773.0,1968-01-01,46.0,4.16,0.0,3.75,4.68,0.0,0.0,0.0,True,,,left_only
345,FRANKLIN,Central,Franklin,0.0,2.0,0.0,1.0,46/4.8,0.25,2.0,184.0,1992-01-01,46.0,4.8,0.0,0.25,0.0,0.0,0.0,0.0,True,,,left_only
346,FRANKLIN,Central,Franklin,0.0,2.0,0.0,1.0,46/4.8,0.25,0.0,184.0,1992-01-01,46.0,4.8,0.0,0.25,0.0,0.0,0.0,0.0,True,,,left_only
347,FRANKLINVILLE,West,Franklinville,0.0,2.0,3.0,1.0,34.4/5.04,3.75/4.69,5.0,2548.0,2004-09-02,34.4,5.04,0.0,3.75,4.69,0.0,0.0,0.0,True,,,left_only
348,FRENCH MOUNTAIN,East,Queensbury,0.0,1.0,1.0,1.0,34.5/13.8,5,2.0,598.0,2006-06-02,34.5,13.8,0.0,5.0,0.0,0.0,0.0,0.0,True,,,left_only
349,FREWSBURG,West,Carroll,0.0,2.0,3.0,1.0,34.5/4.8,5.6/7.0,5.0,2069.0,1985-01-01,34.5,4.8,0.0,5.6,7.0,0.0,0.0,0.0,True,,,left_only
350,FRONT ST,East,Schenectady,2.0,0.0,10.0,1.0,115/13.8,24/35.8/44.8,12.0,6666.0,1992-01-01,115.0,13.8,0.0,24.0,35.8,44.8,0.0,0.0,True,11.035332,6.0,both
351,FRONT ST,East,Schenectady,2.0,0.0,10.0,1.0,115/13.8,26.9/35.8/44.8,0.0,6666.0,1992-01-01,115.0,13.8,0.0,26.9,35.8,44.8,0.0,0.0,True,11.035332,6.0,both
352,FT. COVINGTON,Central,Fort Covington,0.0,1.0,1.0,1.0,34.4/13.8,5/6.25,2.0,1066.0,1969-01-01,34.4,13.8,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
353,GABRIELS,Central,Brighton,1.0,2.0,1.0,1.0,46/4.8,1.28,4.0,639.0,1991-01-01,46.0,4.8,0.0,1.28,0.0,0.0,0.0,0.0,True,,,left_only
354,GALEVILLE,Central,Salina,0.0,1.0,3.0,1.0,34.5/4.16,5,4.0,1713.0,1959-01-01,34.5,4.16,0.0,5.0,0.0,0.0,0.0,0.0,True,3.4389472000000003,3.0,both
355,GASPORT,West,Royalton,0.0,2.0,2.0,1.0,34.5/5.04,3.75/4.68,4.0,1711.0,2005-05-01,34.5,5.04,0.0,3.75,4.68,0.0,0.0,0.0,True,2.856,2.0,both
356,GENESEE ST.,East,Albany,0.0,2.0,6.0,2.0,34.5/4.16,5/6.25,8.0,1653.0,1991-01-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
357,GENESEO,West,Geneseo,0.0,2.0,2.0,1.0,34.5/13.8,3.75,4.0,815.0,1973-01-01,34.5,13.8,0.0,3.75,0.0,0.0,0.0,0.0,True,2.142756,2.0,both
358,GILBERT MILLS,Central,Schroeppel,2.0,0.0,2.0,1.0,115/13.8,7.5/9.4,4.0,4392.0,1968-01-01,115.0,13.8,0.0,7.5,9.4,0.0,0.0,0.0,True,7.119287999999999,3.0,both
359,GILMANTOWN,East,Lake Pleasant,0.0,1.0,2.0,1.0,23/13.8,0.5,3.0,2112.0,1995-11-02,23.0,13.8,0.0,0.5,0.0,0.0,0.0,0.0,True,,,left_only
360,GILPIN BAY,Central,Santa Clara,1.0,1.0,1.0,1.0,46/4.8,5,3.0,939.0,1989-01-01,46.0,4.8,0.0,5.0,0.0,0.0,0.0,0.0,True,,,left_only
361,GLENS FALLS,East,Glens Falls,0.0,6.0,4.0,1.0,34.5/4.16,2.83/3.2,10.0,994.0,1998-01-01,34.5,4.16,0.0,2.83,3.2,0.0,0.0,0.0,True,2.4100128,2.0,both
362,GLENS FALLS,East,Glens Falls,0.0,6.0,4.0,1.0,34.5/4.8,3.75,0.0,994.0,1998-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,2.4100128,2.0,both
363,GLENWOOD,Central,Syracuse,0.0,1.0,3.0,1.0,34.5/4.16,5/6.25,4.0,2779.0,1960-09-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
364,GLOVERSVILLE,East,Gloversville,0.0,2.0,8.0,1.0,69/13.8,15/20/25,10.0,7932.0,1996-01-01,69.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
365,GLOVERSVILLE,East,Gloversville,0.0,2.0,8.0,1.0,69/4.16/13.2,8.4/10.5,0.0,7932.0,1996-01-01,69.0,4.16,13.2,8.4,10.5,0.0,0.0,0.0,True,,,left_only
366,GRANBY CENTER,Central,Granby,0.0,1.0,1.0,1.0,34.5/13.8,5/6.25,2.0,2184.0,1974-01-01,34.5,13.8,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
367,GRAND ST.,East,Cobleskill,1.0,0.0,2.0,1.0,69/13.8,5,3.0,1789.0,1987-01-01,69.0,13.8,0.0,5.0,0.0,0.0,0.0,0.0,True,,,left_only
368,GREENBUSH,East,East Greenbush,7.0,5.0,7.0,1.0,113/13.8,18/24/30,19.0,8595.0,1970-04-04,113.0,13.8,0.0,18.0,24.0,30.0,0.0,0.0,True,,,left_only
369,GREENBUSH,East,East Greenbush,7.0,5.0,7.0,2.0,115/34.5/13.8,30/40/50,0.0,8595.0,1970-04-04,115.0,34.5,13.8,30.0,40.0,50.0,0.0,0.0,True,,,left_only
370,GREENBUSH,East,East Greenbush,7.0,5.0,7.0,1.0,115/13.8,20/26/33,0.0,8595.0,1970-04-04,115.0,13.8,0.0,20.0,26.0,33.0,0.0,0.0,True,,,left_only
371,GREENHURST,West,Ellery,0.0,2.0,2.0,1.0,34.5/4.8,2.5,4.0,832.0,1989-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
372,GROOMS,East,Clifton Park,2.0,0.0,6.0,2.0,115/13.8,20.2/26.9/33.6,8.0,12907.0,1974-01-01,115.0,13.8,0.0,20.2,26.9,33.6,0.0,0.0,True,,,left_only
373,GROVELAND,West,Groveland,0.0,1.0,1.0,1.0,34.5/4.8,0.75,2.0,174.0,2002-11-12,34.5,4.8,0.0,0.75,0.0,0.0,0.0,0.0,True,0.200016,1.0,both
374,HAGUE,East,Ticonderoga,2.0,0.0,4.0,1.0,115/13.8,13.4/17.9/22.4,6.0,5038.0,1974-07-01,115.0,13.8,0.0,13.4,17.9,22.4,0.0,0.0,True,,,left_only
375,HAMMOND,Central,Hammond,0.0,1.0,2.0,1.0,23/4.8,3.75/5.25,3.0,1607.0,1996-01-01,23.0,4.8,0.0,3.75,5.25,0.0,0.0,0.0,True,,,left_only
376,HANCOCK,Central,Salina,0.0,2.0,3.0,2.0,34.5/4.16,1.25,5.0,1154.0,1953-01-01,34.5,4.16,0.0,1.25,0.0,0.0,0.0,0.0,True,1.6931200000000002,2.0,both
377,HANCOCK,Central,Salina,0.0,2.0,3.0,1.0,34.5/4.16,1.67,0.0,1154.0,1953-01-01,34.5,4.16,0.0,1.67,0.0,0.0,0.0,0.0,True,1.6931200000000002,2.0,both
378,HANCOCK #2,,,,,,,,,,,,,,,,,,,,,1.8215999999999999,1.0,right_only
379,HARRIS ROAD,Central,Onondaga,1.0,4.0,5.0,1.0,115/13.8,20/26.7/33.3,10.0,8631.0,2007-08-01,115.0,13.8,0.0,20.0,26.7,33.3,0.0,0.0,True,23.161512,7.0,both
380,HARRIS ROAD,Central,Onondaga,1.0,4.0,5.0,1.0,115/34.5,20/26.7,0.0,8631.0,2007-08-01,115.0,34.5,0.0,20.0,26.7,0.0,0.0,0.0,True,23.161512,7.0,both
381,HARTFIELD,West,Chautauqua,1.0,0.0,2.0,1.0,113/13.8,7.5/9.4,3.0,1529.0,1956-06-12,113.0,13.8,0.0,7.5,9.4,0.0,0.0,0.0,True,,,left_only
382,HARTFIELD,West,Chautauqua,1.0,0.0,2.0,1.0,115/34.5,15/20,0.0,1529.0,1956-06-12,115.0,34.5,0.0,15.0,20.0,0.0,0.0,0.0,True,,,left_only
383,HEMLOCK,West,Livonia,0.0,1.0,1.0,1.0,34.5/13.8,3.75/4.2/4.68/5,2.0,657.0,1992-01-01,34.5,13.8,0.0,3.75,4.2,4.68,5.0,0.0,True,1.584,1.0,both
384,HEMSTREET,East,Schaghticoke,1.0,0.0,2.0,1.0,115/13.8,10/12.5,3.0,2718.0,1996-01-01,115.0,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
385,HENRY STREET,East,Glens Falls,0.0,2.0,6.0,2.0,34.5/4.16,5/6.25,8.0,3356.0,1998-01-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,0.37161279999999997,1.0,both
386,HIGLEY,Central,Colton,1.0,0.0,2.0,1.0,115/13.8,5/5.6/7.0,3.0,2709.0,1975-01-01,115.0,13.8,0.0,5.0,5.6,7.0,0.0,0.0,True,,,left_only
387,HILL ST.,East,Gloversville,0.0,2.0,6.0,1.0,69/4.16,10/12.5,8.0,2930.0,1999-01-01,69.0,4.16,0.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
388,HINSDALE,Central,Camillus,0.0,1.0,4.0,1.0,34.5/4.16,5/6.25,5.0,1922.0,2001-08-31,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,3.9936,4.0,both
389,HOAG,East,Nassau,0.0,2.0,3.0,3.0,34.5/4.8,0.667,5.0,1030.0,1948-01-01,34.5,4.8,0.0,0.667,0.0,0.0,0.0,0.0,True,,,left_only
390,HOMER,Central,Homer,0.0,1.0,3.0,1.0,34.5/4.8,2.5/2.875,4.0,1391.0,1953-01-01,34.5,4.8,0.0,2.5,2.875,0.0,0.0,0.0,True,,,left_only
391,HOMER,Central,Homer,0.0,1.0,3.0,2.0,34.5/4.8,2.5/3.13,0.0,1391.0,1953-01-01,34.5,4.8,0.0,2.5,3.13,0.0,0.0,0.0,True,,,left_only
392,HOOSICK,East,Hoosick,1.0,2.0,2.0,1.0,115/13.8,7.5/8.4/10.5,5.0,3508.0,1973-09-17,115.0,13.8,0.0,7.5,8.4,10.5,0.0,0.0,True,,,left_only
393,HOOSICK,East,Hoosick,1.0,2.0,2.0,3.0,115/34.5/13.8,6.7/8.3,0.0,3508.0,1973-09-17,115.0,34.5,13.8,6.7,8.3,0.0,0.0,0.0,True,,,left_only
394,HOPKINS,Central,Salina,2.0,0.0,8.0,1.0,115/13.8,18/24/36,10.0,10235.0,2012-10-02,115.0,13.8,0.0,18.0,24.0,36.0,0.0,0.0,True,24.2616,7.0,both
395,HOPKINS,Central,Salina,2.0,0.0,8.0,1.0,115/13.8,20/26.67/33.33,0.0,10235.0,2012-10-02,115.0,13.8,0.0,20.0,26.67,33.33,0.0,0.0,True,24.2616,7.0,both
396,HUDSON,East,Greenport,2.0,1.0,6.0,1.0,115/13.8,12/16/20/22.4,9.0,9659.0,1968-01-24,115.0,13.8,0.0,12.0,16.0,20.0,22.4,0.0,True,,,left_only
397,HUDSON,East,Greenport,2.0,1.0,6.0,1.0,115/34.5/4.1,30/40/50,0.0,9659.0,1968-01-24,115.0,34.5,4.1,30.0,40.0,50.0,0.0,0.0,True,,,left_only
398,HUDSON,East,Greenport,2.0,1.0,6.0,1.0,115/13.8/7.97,20/26/33,0.0,9659.0,1968-01-24,115.0,13.8,7.97,20.0,26.0,33.0,0.0,0.0,True,,,left_only
399,HUDSON FALLS,East,Fort Edward,0.0,3.0,1.0,1.0,34.5/13.8,5,4.0,1631.0,1994-01-01,34.5,13.8,0.0,5.0,0.0,0.0,0.0,0.0,True,,,left_only
400,INDIAN LAKE,East,Indian Lake,0.0,1.0,2.0,3.0,34.5/4.8,1/1.25,3.0,1657.0,1989-01-01,34.5,4.8,0.0,1.0,1.25,0.0,0.0,0.0,True,,,left_only
401,INDIAN RIVER,Central,Leray,1.0,1.0,3.0,1.0,115/13.8,25,5.0,5830.0,1988-09-01,115.0,13.8,0.0,25.0,0.0,0.0,0.0,0.0,True,,,left_only
402,INDIAN RIVER,Central,Leray,1.0,1.0,3.0,1.0,115/23,15/25,0.0,5830.0,1988-09-01,115.0,23.0,0.0,15.0,25.0,0.0,0.0,0.0,True,,,left_only
403,INGHAMS,East,Manheim,6.0,3.0,1.0,1.0,115,155.9,10.0,1236.0,2003-09-18,115.0,0.0,0.0,155.9,0.0,0.0,0.0,0.0,True,,,left_only
404,INGHAMS,East,Manheim,6.0,3.0,1.0,1.0,115/13.8,7.5/9.375/10.5,0.0,1236.0,2003-09-18,115.0,13.8,0.0,7.5,9.375,10.5,0.0,0.0,True,,,left_only
405,INGHAMS,East,Manheim,6.0,3.0,1.0,1.0,115/46,20/26.7/33.3,0.0,1236.0,2003-09-18,115.0,46.0,0.0,20.0,26.7,33.3,0.0,0.0,True,,,left_only
406,INMAN RD,East,Niskayuna,2.0,0.0,8.0,1.0,115/13.8,18/24/30,10.0,6174.0,2011-10-27,115.0,13.8,0.0,18.0,24.0,30.0,0.0,0.0,True,,,left_only
407,INMAN RD,East,Niskayuna,2.0,0.0,8.0,1.0,115/13.8,20/26.6/33.3,0.0,6174.0,2011-10-27,115.0,13.8,0.0,20.0,26.6,33.3,0.0,0.0,True,,,left_only
408,JEWETT,Central,Skaneateles,0.0,2.0,3.0,1.0,34.5/13.8,10/12.5,5.0,2239.0,2004-01-01,34.5,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,5.878487999999999,3.0,both
409,JOHNSON,East,Colonie,2.0,0.0,6.0,1.0,113/13.8,12/16/20,8.0,7333.0,1969-04-29,113.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
410,JOHNSON,East,Colonie,2.0,0.0,6.0,1.0,115/13.8,12/16/20,0.0,7333.0,1969-04-29,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
411,JOHNSTOWN,East,Johnstown,0.0,2.0,7.0,1.0,69/4.16,5/5.6,9.0,3348.0,2001-12-26,69.0,4.16,0.0,5.0,5.6,0.0,0.0,0.0,True,,,left_only
412,JOHNSTOWN,East,Johnstown,0.0,2.0,7.0,1.0,69/4.16/4.8,10/12.5,0.0,3348.0,2001-12-26,69.0,4.16,4.8,10.0,12.5,0.0,0.0,0.0,True,,,left_only
413,JUNIPER,East,Bethlehem,0.0,1.0,1.0,1.0,34.5/13.8,3.75/4.687,2.0,653.0,1993-01-01,34.5,13.8,0.0,3.75,4.687,0.0,0.0,0.0,True,1.848,1.0,both
414,KARNER,East,Colonie,0.0,2.0,6.0,2.0,34.5/4.16,5/6.25,8.0,2427.0,1959-01-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
415,KNAPP RD,West,Newstead,2.0,0.0,3.0,1.0,115/13.8,15/20/25,5.0,3944.0,2004-08-27,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,10.309332,3.0,both
416,KNIGHTS CREEK,West,Scio,0.0,2.0,2.0,1.0,34.5/4.8,1.5,4.0,1100.0,1959-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,,,left_only
417,LABRADOR,Central,Truxton,1.0,1.0,1.0,1.0,115/34.5,7.5,3.0,66.0,1983-01-01,115.0,34.5,0.0,7.5,0.0,0.0,0.0,0.0,True,0.1848,1.0,both
418,LABRADOR,Central,Truxton,1.0,1.0,1.0,1.0,34.5/13.8,1.5,0.0,66.0,1983-01-01,34.5,13.8,0.0,1.5,0.0,0.0,0.0,0.0,True,0.1848,1.0,both
419,LAKE COLBY SUBSTATION,Central,St. Armand,2.0,2.0,2.0,1.0,115/13.8,13.4/17.9/22.4,6.0,3207.0,1976-05-04,115.0,13.8,0.0,13.4,17.9,22.4,0.0,0.0,True,,,left_only
420,LAKE COLBY SUBSTATION,Central,St. Armand,2.0,2.0,2.0,1.0,115/46,18/24/26.9/33.6,0.0,3207.0,1976-05-04,115.0,46.0,0.0,18.0,24.0,26.9,33.6,0.0,True,,,left_only
421,LAKE COLBY SUBSTATION,Central,St. Armand,2.0,2.0,2.0,1.0,115/46,20.2/26.9/33.6,0.0,3207.0,1976-05-04,115.0,46.0,0.0,20.2,26.9,33.6,0.0,0.0,True,,,left_only
422,LAKE COLBY SUBSTATION,Central,St. Armand,2.0,2.0,2.0,1.0,115/15,49/66/82,0.0,3207.0,1976-05-04,115.0,15.0,0.0,49.0,66.0,82.0,0.0,0.0,True,,,left_only
423,LAKE RD,Central,Scriba,1.0,0.0,2.0,1.0,115/13.8,12/16/20,3.0,766.0,1976-01-01,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
424,LAKEVIEW,West,Hamburg,2.0,0.0,4.0,1.0,115/13.8,15/20/25,6.0,5057.0,2005-03-30,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,7.849512,4.0,both
425,LAKEVILLE,West,Geneseo,0.0,0.0,0.0,1.0,115/34.5,25/33.3/41.7,0.0,1475.0,1970-01-01,115.0,34.5,0.0,25.0,33.3,41.7,0.0,0.0,True,2.422416,2.0,both
426,LAKEVILLE SUBSTATION NO. 40,West,Geneseo,0.0,5.0,6.0,1.0,34.5/4.8,3.75,11.0,1366.0,1971-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,,,left_only
427,LANGFORD,West,North Collins,0.0,2.0,1.0,1.0,34.4/13.8/5.0,5,3.0,988.0,1994-01-01,34.4,13.8,5.0,5.0,0.0,0.0,0.0,0.0,True,1.811184,1.0,both
428,LANSINGBURGH,East,Troy,0.0,2.0,4.0,2.0,13.2/4.16/4.8,2.5,6.0,2317.0,1994-01-01,13.2,4.16,4.8,2.5,0.0,0.0,0.0,0.0,True,,,left_only
429,LANSINGBURGH,East,Troy,0.0,2.0,4.0,1.0,34.5/13.8,7.5,0.0,2317.0,1994-01-01,34.5,13.8,0.0,7.5,0.0,0.0,0.0,0.0,True,,,left_only
430,LATHAM,East,Colonie,0.0,2.0,2.0,1.0,34.5/13.8,10/12.5,4.0,389.0,1997-01-01,34.5,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
431,LAWRENCE AVE,Central,Potsdam,2.0,0.0,6.0,1.0,115/13.8,12,8.0,5823.0,1971-10-01,115.0,13.8,0.0,12.0,0.0,0.0,0.0,0.0,True,,,left_only
432,LAWRENCE AVE,Central,Potsdam,2.0,0.0,6.0,1.0,115/13.8,12/16/22.4,0.0,5823.0,1971-10-01,115.0,13.8,0.0,12.0,16.0,22.4,0.0,0.0,True,,,left_only
433,LEHIGH,Central,Camden,2.0,0.0,4.0,1.0,115/13.8,12/16/20,6.0,6454.0,1968-08-22,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
434,LENOX,Central,Oneida,0.0,0.0,4.0,1.0,13.2/4.16,5/6.25,4.0,1086.0,1962-01-01,13.2,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
435,LERAY,Central,Rutland,0.0,1.0,1.0,1.0,23/4.8,1.5,2.0,699.0,1968-01-01,23.0,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,,,left_only
436,LEVANT,West,Poland,0.0,1.0,1.0,1.0,34.5/4.8,1,2.0,235.0,1968-01-01,34.5,4.8,0.0,1.0,0.0,0.0,0.0,0.0,True,,,left_only
437,LEVITT,Central,Rome,1.0,0.0,6.0,1.0,115/4.8,7.5/9.375,7.0,3792.0,1963-10-31,115.0,4.8,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
438,LIBERTY,East,Troy,0.0,5.0,13.0,1.0,34.5/13.8,12.5,18.0,4893.0,2007-12-01,34.5,13.8,0.0,12.5,0.0,0.0,0.0,0.0,True,5.5199928,8.0,both
439,LIBERTY,East,Troy,0.0,5.0,13.0,1.0,34.5/13.8,5/6.25,0.0,4893.0,2007-12-01,34.5,13.8,0.0,5.0,6.25,0.0,0.0,0.0,True,5.5199928,8.0,both
440,LIBERTY,East,Troy,0.0,5.0,13.0,1.0,34.5/4.16,5,0.0,4893.0,2007-12-01,34.5,4.16,0.0,5.0,0.0,0.0,0.0,0.0,True,5.5199928,8.0,both
441,LIBERTY,East,Troy,0.0,5.0,13.0,1.0,34.5/4.16,5/6.25,0.0,4893.0,2007-12-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,5.5199928,8.0,both
442,LIGHTHOUSE HILL,Central,Orwell,5.0,2.0,5.0,2.0,115/34.5,7.5/9.375,12.0,3352.0,1951-05-01,115.0,34.5,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
443,LIMA,West,Lima,0.0,2.0,2.0,1.0,34.5/4.8,2.5,4.0,1798.0,1960-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,1.5872160000000002,1.0,both
444,LINDEN STATION,West,Bethany,0.0,2.0,1.0,1.0,34.5/4.8,1.5,3.0,453.0,1997-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,0.622416,1.0,both
445,LISBON E.S.,Central,Lisbon,0.0,1.0,1.0,1.0,23/4.8,1.5/1.725,2.0,619.0,1953-01-01,23.0,4.8,0.0,1.5,1.725,0.0,0.0,0.0,True,,,left_only
446,LITTLE RIVER SUBSTATION,Central,Canton,2.0,1.0,2.0,1.0,115/23,10/12/14,5.0,2744.0,1994-02-01,115.0,23.0,0.0,10.0,12.0,14.0,0.0,0.0,True,,,left_only
447,LITTLE RIVER SUBSTATION,Central,Canton,2.0,1.0,2.0,1.0,115/13.8,15/20/25,0.0,2744.0,1994-02-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
448,LITTLE RIVER SUBSTATION,Central,Canton,2.0,1.0,2.0,1.0,23/4.8,3.75/4.2/5.25,0.0,2744.0,1994-02-01,23.0,4.8,0.0,3.75,4.2,5.25,0.0,0.0,True,,,left_only
449,LIVINGSTON COUNTY CORRECTIONAL,NWest,Groveland,0.0,2.0,1.0,3.0,34.5/13.8,0.5,3.0,45.0,1990-01-01,34.5,13.8,0.0,0.5,0.0,0.0,0.0,0.0,True,0.396,1.0,both
450,LIVONIA,West,Livonia,0.0,1.0,3.0,1.0,34.5/4.8,3.75/4.24,4.0,2049.0,1990-01-01,34.5,4.8,0.0,3.75,4.24,0.0,0.0,0.0,True,2.747184,3.0,both
451,LOON LAKE,Central,Franklin,0.0,1.0,1.0,2.0,46/4.8,0.333,2.0,217.0,1992-01-01,46.0,4.8,0.0,0.333,0.0,0.0,0.0,0.0,True,,,left_only
452,LORDS HILL,Central,Onondaga,0.0,1.0,2.0,1.0,34.5/4.8,3.75/4.69,3.0,1301.0,1978-01-01,34.5,4.8,0.0,3.75,4.69,0.0,0.0,0.0,True,2.5840319999999997,2.0,both
453,LORINGS,Central,Cortlandville,0.0,1.0,1.0,1.0,34.5/13.8,3.75/4.69/5.25,2.0,507.0,1996-01-01,34.5,13.8,0.0,3.75,4.69,5.25,0.0,0.0,True,,,left_only
454,LOWVILLE,Central,Lowville,1.0,1.0,4.0,1.0,115/13.8,15/20/25,6.0,6429.0,1986-02-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
455,LOWVILLE,Central,Lowville,1.0,1.0,4.0,1.0,115/24,12/16/20,0.0,6429.0,1986-02-01,115.0,24.0,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
456,LYME E.S.,Central,Lyme,1.0,0.0,3.0,1.0,115/13.8,15/20/25,4.0,7586.0,1991-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
457,LYNDONVILLE,West,Yates,0.0,2.0,3.0,1.0,34.5/4.8,3.750/4.68,5.0,1822.0,2005-05-01,34.5,4.8,0.0,3.75,4.68,0.0,0.0,0.0,True,2.657616,3.0,both
458,LYNN,East,Rotterdam,0.0,2.0,3.0,1.0,34.4/13.8/7.9,7.5/9.375,5.0,2122.0,2007-07-13,34.4,13.8,7.9,7.5,9.375,0.0,0.0,0.0,True,,,left_only
459,LYSANDER,Central,Lysander,2.0,0.0,5.0,1.0,115/13.8,12/16/20/22.4,7.0,4425.0,1984-01-01,115.0,13.8,0.0,12.0,16.0,20.0,22.4,0.0,True,16.456044,5.0,both
460,MACHIAS,West,Machias,2.0,2.0,3.0,2.0,115/34.5,20/26.7/33.3,7.0,1771.0,1991-12-01,115.0,34.5,0.0,20.0,26.7,33.3,0.0,0.0,True,0.9711839999999999,1.0,both
461,MACHIAS,West,Machias,2.0,2.0,3.0,1.0,34.5/4.8,3.75,0.0,1771.0,1991-12-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,0.9711839999999999,1.0,both
462,MADISON,Central,Rome,2.0,0.0,4.0,3.0,115/4.8,2.5/3.13,6.0,1924.0,1958-08-31,115.0,4.8,0.0,2.5,3.13,0.0,0.0,0.0,True,,,left_only
463,MALONE,Central,Malone,3.0,3.0,3.0,1.0,115/13.8,15/20/25,9.0,4408.0,2011-10-21,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
464,MALONE,Central,Malone,3.0,3.0,3.0,1.0,115/34.5,10,0.0,4408.0,2011-10-21,115.0,34.5,0.0,10.0,0.0,0.0,0.0,0.0,True,,,left_only
465,MALONE,Central,Malone,3.0,3.0,3.0,1.0,115/34.5,7.5/9.375,0.0,4408.0,2011-10-21,115.0,34.5,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
