substation,division,town,trans_feeders,subtrans_feeders,dist_feeders,banks,rated voltage,rated mva,circuits,customers served,age,v1,v2,v3,mva1,mva2,mva3,mva4,mva5,v1_bigger
AKWESASNE,Central,Massena,1,2,3,1,115/34.5,20/26.67/33.33,6,670,2008-06-21,115.0,34.5,0.0,20,26.67,33.33,0,0,True
AKWESASNE,Central,Massena,1,2,3,1,115/4.8,10/12.5,0,670,2008-06-21,115.0,4.8,0.0,10,12.5,0,0,0,True
PARTRIDGE ST.,East,Albany,0,5,10,1,34.5/13.8,3.75/4.69,15,7155,2003-02-24,34.5,13.8,0.0,3.75,4.69,0,0,0,True
ALBION SUBSTATION NO. 80,West,Albion,0,3,4,1,34.5/4.8,3.75,7,2368,1996-01-01,34.5,4.8,0.0,3.75,0,0,0,0,True
ALBION SUBSTATION NO. 80,West,Albion,0,3,4,1,34.5/4.8,3.75/5.25,0,2368,1996-01-01,34.5,4.8,0.0,3.75,5.25,0,0,0,True
ALDER CREEK,Central,Boonville,0,2,1,1,43.8/13.8,3.75/4.2,3,2126,1975-01-01,43.8,13.8,0.0,3.75,4.2,0,0,0,True
ALDER CREEK,Central,Boonville,0,2,1,3,46/4.8,0.5,0,2126,1975-01-01,46.0,4.8,0.0,0.5,0,0,0,0,True
ALTAMONT,East,Guilderland,2,1,3,1,115/13.8,12/16/20,6,5257,1975-01-01,115.0,13.8,0.0,12,16,20,0,0,True
ALTAMONT,East,Guilderland,2,1,3,3,115/34.5,5,0,5257,1975-01-01,115.0,34.5,0.0,5,0,0,0,0,True
ANDOVER,West,Andover,2,0,2,1,115/34.5,20/26.7,4,516,1957-08-27,115.0,34.5,0.0,20,26.7,0,0,0,True
ANDOVER,West,Andover,2,0,2,1,34.5/4.8,1,0,516,1957-08-27,34.5,4.8,0.0,1,0,0,0,0,True
ANTWERP,Central,Amtwerp,0,1,1,1,23/4.8,3.75,2,638,1994-01-01,23.0,4.8,0.0,3.75,0,0,0,0,True
BALMAT,Central,Fowler,1,2,1,3,23/.277/.480,1,4,647,2003-03-20,23.0,0.277,0.48,1,0,0,0,0,True
ARNOLD,Central,Utica,0,1,2,1,43.8/13.8,5/6.250,3,1969,1966-01-01,43.8,13.8,0.0,5,6.250,0,0,0,True
ARNOLD,Central,Utica,0,1,2,1,46/4.16,5/6.250,0,1969,1966-01-01,46.0,4.16,0.0,5,6.250,0,0,0,True
ASH STREET,Central,Syracuse,3,1,3,2,115/12,24/32/40,7,10413,1993-01-01,115.0,12.0,0.0,24,32,40,0,0,True
ASH STREET,Central,Syracuse,3,1,3,1,115/13.8,20/26.7/33.3,0,10413,1993-01-01,115.0,13.8,0.0,20,26.7,33.3,0,0,True
ASH STREET,Central,Syracuse,3,1,3,1,115/34.5,30/40/50,0,10413,1993-01-01,115.0,34.5,0.0,30,40,50,0,0,True
ASH STREET,Central,Syracuse,3,1,3,1,115/34.5,30/40/50/56,0,10413,1993-01-01,115.0,34.5,0.0,30,40,50,56,0,True
ASH STREET,Central,Syracuse,3,1,3,1,115/13.8,20/26.7/33.3,0,10413,1993-01-01,115.0,13.8,0.0,20,26.7,33.3,0,0,True
ASH STREET,Central,Syracuse,3,1,3,1,34.5/4.16,7.5/9.375,0,10413,1993-01-01,34.5,4.16,0.0,7.5,9.375,0,0,0,True
ASH STREET,Central,Syracuse,3,1,3,2,34.5/4.16,7.5/9.4,0,10413,1993-01-01,34.5,4.16,0.0,7.5,9.4,0,0,0,True
ASHLEY,East,Fort Ann,0,1,1,1,34.5/13.8,7.5,2,1237,1991-01-01,34.5,13.8,0.0,7.5,0,0,0,0,True
ATTICA STATION,West,Attica,0,4,3,1,34.5/4.8,5/6.25,7,2616,1965-01-01,34.5,4.8,0.0,5,6.25,0,0,0,True
AUSABLE FORKS,Central,Black Brook,0,1,1,1,46/4.8,2.5,2,646,2005-11-07,46.0,4.8,0.0,2.5,0,0,0,0,True
AVENUE A,East,Albany,0,2,6,2,34.5/4.16,5/6.25,8,3649,1958-01-01,34.5,4.16,0.0,5,6.25,0,0,0,True
AVON,West,Avon,0,1,3,1,34.5/4.8,3.75,4,2678,1960-01-01,34.5,4.8,0.0,3.75,0,0,0,0,True
STATION 150,West,Busti,2,0,3,1,115/13.8,15/20/25,5,5946,1991-05-20,115.0,13.8,0.0,15,20,25,0,0,True
BALLINA,Central,Cazenovia,1,0,1,1,34.5/13.8,5.6,2,1406,1982-01-01,34.5,13.8,0.0,5.6,0,0,0,0,True
BALLSTON,East,Ballston Spa,2,5,4,1,115/13.8,12/16/22.4,11,6947,2002-08-02,115.0,13.8,0.0,12,16,22.4,0,0,True
BALLSTON,East,Ballston Spa,2,5,4,1,115/34.5/13.8,30/40/50,0,6947,2002-08-02,115.0,34.5,13.8,30,40,50,0,0,True
BARKER STATION,West,Somerset,0,2,3,1,34.5/4.8,3.75,5,1407,1976-01-01,34.5,4.8,0.0,3.75,0,0,0,0,True
BARTELL,Central,Cicero,2,1,3,1,115/13.8,15/20/25,6,7326,1990-01-01,115.0,13.8,0.0,15,20,25,0,0,True
BASOM STATION,West,Alabama,0,2,2,2,34.5/4.8,1.5,4,787,1953-01-01,34.5,4.8,0.0,1.5,0,0,0,0,True
BATAVIA STATION,West,Batavia,4,3,4,2,115/13.8,20/26.7/33.3,11,7437,1964-07-15,115.0,13.8,0.0,20,26.7,33.3,0,0,True
BATAVIA STATION,West,Batavia,4,3,4,2,115/34.5,15/20,0,7437,1964-07-15,115.0,34.5,0.0,15,20,0,0,0,True
BATTENKILL,East,Easton,3,2,4,1,115/34.5/13.8,30/40/50,9,4940,1966-02-17,115.0,34.5,13.8,30,40,50,0,0,True
BATTENKILL,East,Easton,3,2,4,1,115/13.8,12/16/20,0,4940,1966-02-17,115.0,13.8,0.0,12,16,20,0,0,True
BELMONT,Central,Clay,2,0,7,1,115/13.8,20/26/33,9,11169,2001-12-01,115.0,13.8,0.0,20,26,33,0,0,True
BELMONT,Central,Clay,2,0,7,1,116/13.8,18/24/30,0,11169,2001-12-01,116.0,13.8,0.0,18,24,30,0,0,True
STATION 159,West,Ellery,0,2,3,1,34.5/4.8,3.75/4.2,5,2069,1972-01-01,34.5,4.8,0.0,3.75,4.2,0,0,0,True
BENNETT RD.,West,Dunkirk,2,0,6,1,115/13.8,12/16/20,8,5220,1971-09-22,115.0,13.8,0.0,12,16,20,0,0,True
BENNETT RD.,West,Dunkirk,2,0,6,1,115/13.8,13.4/17.9/22.4,0,5220,1971-09-22,115.0,13.8,0.0,13.4,17.9,22.4,0,0,True
BERRY ROAD,West,Pomfret,2,0,3,1,115/13.8,15/20/25,5,6429,1991-12-01,115.0,13.8,0.0,15,20,25,0,0,True
BETHLEHEM,East,Bethlehem,2,5,3,1,115/13.8,15/20/25,10,3686,2011-04-07,115.0,13.8,0.0,15,20,25,0,0,True
BETHLEHEM,East,Bethlehem,2,5,3,1,115/34.4/13.8,30/40/50,0,3686,2011-04-07,115.0,34.4,13.8,30,40,50,0,0,True
BETHLEHEM,East,Bethlehem,2,5,3,1,115/34.5/4.8,30/40/50,0,3686,2011-04-07,115.0,34.5,4.8,30,40,50,0,0,True
Birch Avenue,East,Lake George,0,2,2,1,34.5/13.8,10/12.5,4,2543,1996-01-01,34.5,13.8,0.0,10,12.5,0,0,0,True
Bloomingdale Mobile Sub,Central,St. Armand,4,0,1,1,46/4.8,2.5,5,892,2004-03-01,46.0,4.8,0.0,2.5,0,0,0,0,True
BLUE STORES,East,Livingston,2,0,3,1,115/13.8,12/16/20,5,5221,1971-01-21,115.0,13.8,0.0,12,16,20,0,0,True
BOLTON,East,Bolton,0,1,3,1,34.4/13.8,10/12.5,4,3963,1985-01-01,34.4,13.8,0.0,10,12.5,0,0,0,True
BOMBAY E.S.,Central,Bombay,0,2,1,1,34.5/4.8,2.5,3,619,2003-10-01,34.5,4.8,0.0,2.5,0,0,0,0,True
BOYNTONVILLE,East,Pittstown,0,1,1,1,115/13.8,7.5,2,2139,1963-01-01,115.0,13.8,0.0,7.5,0,0,0,0,True
BRADY,Central,Madrid,2,0,1,1,115/13.8,15/20/25,3,4205,1994-10-06,115.0,13.8,0.0,15,20,25,0,0,True
BRASHER,Central,Brasher,0,2,2,3,34.5/4.8,2,4,1367,2006-07-28,34.5,4.8,0.0,2,0,0,0,0,True
BREMEN,Central,New Bremen,2,0,2,1,110/13.8,5/6.25/7,4,2631,1966-01-01,110.0,13.8,0.0,5,6.25,7,0,0,True
BREWERTON,Central,Cicero,0,1,2,1,34.5/4.8,3.75,3,563,1957-01-01,34.5,4.8,0.0,3.75,0,0,0,0,True
BRIDGE ST.,Central,Dewitt,2,0,4,1,115/13.8,18/24/33.6,6,1623,1975-01-01,115.0,13.8,0.0,18,24,33.6,0,0,True
BRIDGEPORT,Central,Sullivan,1,0,2,1,113/13.8,13.4/17.9/22.4,3,5727,2004-06-22,113.0,13.8,0.0,13.4,17.9,22.4,0,0,True
BRIER HILL,Central,Morristown,0,1,1,1,23/4.8,1,2,636,1969-01-01,23.0,4.8,0.0,1,0,0,0,0,True
BRIGHTON AVE,Central,Syracuse,4,1,5,6,34.5/4.16,2,10,5236,1929-01-01,34.5,4.16,0.0,2,0,0,0,0,True
BROCKPORT,West,Sweden,2,3,5,1,115/13.8,13.4/17.9/22.4,10,10233,1973-07-31,115.0,13.8,0.0,13.4,17.9,22.4,0,0,True
BROCKPORT,West,Sweden,2,3,5,1,115/13.8,15/20/25,0,10233,1973-07-31,115.0,13.8,0.0,15,20,25,0,0,True
BROCKPORT,West,Sweden,2,3,5,1,115/34.5,15/20,0,10233,1973-07-31,115.0,34.5,0.0,15,20,0,0,0,True
BROCKPORT,West,Sweden,2,3,5,1,115/34.5,15/20/25,0,10233,1973-07-31,115.0,34.5,0.0,15,20,25,0,0,True
BROOK ROAD,East,Saratoga Springs,2,3,8,2,115/13.8,20/26.7/33.3,13,14700,2001-12-31,115.0,13.8,0.0,20,26.7,33.3,0,0,True
BROOK ROAD,East,Saratoga Springs,2,3,8,1,115/34.5,30/40/50,0,14700,2001-12-31,115.0,34.5,0.0,30,40,50,0,0,True
BRUNSWICK,East,Brunswick,0,1,2,1,34.4/13.8,7.5/10.5,3,3837,1971-01-01,34.4,13.8,0.0,7.5,10.5,0,0,0,True
BUCKLEYS,East,Greenport,1,0,1,1,113/13.8,7.5/8.4/10.5,2,769,1995-01-01,113.0,13.8,0.0,7.5,8.4,10.5,0,0,True
BUCKLEY,Central,Clay,0,1,4,1,34.5/4.8,5/6.25,5,1203,1958-01-01,34.5,4.8,0.0,5,6.25,0,0,0,True
BURDECK ST,East,Rotterdam,2,0,4,1,115/13.8,12/16/20/22.4,6,6440,1973-01-01,115.0,13.8,0.0,12,16,20,22.4,0,True
BURGOYNE,East,Kingsbury,2,0,3,1,115/13.8,22.4,5,7336,1972-05-01,115.0,13.8,0.0,22.4,0,0,0,0,True
BUSTI,West,Busti,0,2,1,1,34.5/4.8,1.5,3,723,1970-01-01,34.5,4.8,0.0,1.5,0,0,0,0,True
BUTLER,East,Moreau,2,0,2,1,115/13.8,12/16,4,5996,1969-12-02,115.0,13.8,0.0,12,16,0,0,0,True
BUTTERNUT,Central,Dewitt,2,0,3,1,113/13.8,12/16/20,5,3398,1969-06-10,113.0,13.8,0.0,12,16,20,0,0,True
BUTTS RD,West,Albion,0,2,2,1,34.4/13.8,5.25,4,1223,2009-10-20,34.4,13.8,0.0,5.25,0,0,0,0,True
BUTTS RD,West,Albion,0,2,2,1,34.5/13.8,3.75/5.25,0,1223,2009-10-20,34.5,13.8,0.0,3.75,5.25,0,0,0,True
BYRON STATION,West,Byron,1,0,2,2,34.5/4.8,1.5,3,988,1971-01-01,34.5,4.8,0.0,1.5,0,0,0,0,True
CAMILLUS,Central,Camillus,0,1,2,3,34.5/4.16,1.25,3,863,1959-01-01,34.5,4.16,0.0,1.25,0,0,0,0,True
CARDIFF,Central,Lafayette,0,1,1,1,34.5/4.16,0.333,2,475,1956-01-01,34.5,4.16,0.0,0.333,0,0,0,0,True
CARDIFF,Central,Lafayette,0,1,1,2,34.5/4.16,0.667,0,475,1956-01-01,34.5,4.16,0.0,0.667,0,0,0,0,True
CAROGA,East,Caroga,0,1,1,1,23/4.8,2.5/3.1,2,2150,1956-01-01,23.0,4.8,0.0,2.5,3.1,0,0,0,True
CARTHAGE,Central,Wilna,1,5,3,3,23/4.8,2,9,1181,1955-01-01,23.0,4.8,0.0,2,0,0,0,0,True
CASSADAGA,West,Stockton,0,3,2,1,34.5/4.8,3.75,5,2064,2005-04-22,34.5,4.8,0.0,3.75,0,0,0,0,True
CASTLETON,East,Schodack,0,1,2,1,34.5/4.8,1,3,1320,1948-10-08,34.5,4.8,0.0,1,0,0,0,0,True
CATTARAUGUS,West,New Albion,0,2,2,1,34.5/4.8,2.5,4,1284,1984-01-01,34.5,4.8,0.0,2.5,0,0,0,0,True
CAVANAUGH,Central,Marcy,1,0,4,1,115/13.8,15/20/25,5,4942,1996-07-26,115.0,13.8,0.0,15,20,25,0,0,True
CAZENOVIA,Central,Cazenovia,0,1,3,1,34.5/4.8,1.25,4,941,1961-01-01,34.5,4.8,0.0,1.25,0,0,0,0,True
CAZENOVIA,Central,Cazenovia,0,1,3,2,34.5/4.8,1.25,0,941,1961-01-01,34.5,4.8,0.0,1.25,0,0,0,0,True
CEDAR,East,Cedar,2,0,3,1,115/13.8,0.25,5,6785,1993-01-01,115.0,13.8,0.0,0.25,0,0,0,0,True
CENTER ST.,East,Center St.,2,0,3,1,115/13.8,15/20/25,5,3177,1992-01-01,115.0,13.8,0.0,15,20,25,0,0,True
CENTRAL SQUARE,Central,Central Square,0,2,1,1,34.5/4.8,2.5,3,674,1957-01-01,34.5,4.8,0.0,2.5,0,0,0,0,True
CHADWICKS,Central,Chadwicks,1,0,4,1,115/13.8,12/16/20,5,8758,1974-08-25,115.0,13.8,0.0,12,16,20,0,0,True
CHARLEY LAKE,East,Charley Lake,0,1,1,1,23/2.4,0.1,2,64,1990-01-01,23.0,2.4,0.0,0.1,0,0,0,0,True
CHASM FALLS,Central,Malone,0,1,1,1,34.5/13.8,5,2,1204,1988-01-01,34.5,13.8,0.0,5,0,0,0,0,True
CHAUTAUQUA,West,Chautauqua,0,2,2,1,34.4/.5,7.5/9.3,4,2000,2012-05-17,34.4,0.5,0.0,7.5,9.3,0,0,0,True
CHESTERTOWN,East,Chester,0,3,2,1,34.5/13.8,7.5/9.3/10.5,5,3991,1972-01-01,34.5,13.8,0.0,7.5,9.3,10.5,0,0,True
CHITTENANGO,Central,Sullivan,0,1,2,1,34.4/4.8,3.75,3,1919,1959-01-01,34.4,4.8,0.0,3.75,0,0,0,0,True
CHRISLER AVE,East,Schenectady,0,1,3,2,34.5/4.16,3/3.65,4,2281,1957-01-01,34.5,4.16,0.0,3,3.65,0,0,0,True
CHURCH ST,East,Amsterdam,2,0,7,1,115/13.8,12/16/20,9,8412,2012-06-20,115.0,13.8,0.0,12,16,20,0,0,True
CHURCH ST,East,Amsterdam,2,0,7,1,115/13.8,18/24/30,0,8412,2012-06-20,115.0,13.8,0.0,18,24,30,0,0,True
CLEVELAND,Central,Constantia,0,1,1,3,34.5/4.8,0.83,2,1163,1978-01-01,34.5,4.8,0.0,0.83,0,0,0,0,True
CLINTON ERCC,East,Canajoharie,2,0,2,1,115/13.8,12,4,2989,1969-01-01,115.0,13.8,0.0,12,0,0,0,0,True
CLINTON CRCC,Central,Kirkland,0,2,4,1,46/13.8,7.5/9.4/10.5,6,2886,1969-01-01,46.0,13.8,0.0,7.5,9.4,10.5,0,0,True
CLOVERBANK,West,Hamburg,2,0,4,2,115/13.8,10/12.5,6,4882,1961-10-27,115.0,13.8,0.0,10,12.5,0,0,0,True
Clymer,West,Clymer,0,2,2,1,34.5/4.8,3.75,4,879,2000-01-01,34.5,4.8,0.0,3.75,0,0,0,0,True
COBLESKILL,East,Cobleskill,2,0,3,1,69/4.8,5,5,2372,1960-09-01,69.0,4.8,0.0,5,0,0,0,0,True
COBLESKILL,East,Cobleskill,2,0,3,3,69/4.8,0.833,0,2372,1960-09-01,69.0,4.8,0.0,0.833,0,0,0,0,True
COFFEEN,Central,Watertown,4,2,6,1,115/13.8,12/16/22.4,12,6702,1972-06-05,115.0,13.8,0.0,12,16,22.4,0,0,True
COFFEEN,Central,Watertown,4,2,6,1,115/13.8,15/20/25,0,6702,1972-06-05,115.0,13.8,0.0,15,20,25,0,0,True
COFFEEN,Central,Watertown,4,2,6,2,115/23,15/20/25,0,6702,1972-06-05,115.0,23.0,0.0,15,20,25,0,0,True
COLLINS,West,Collins,0,2,2,1,34.5/4.8,3.75/4.69,4,1831,1978-01-01,34.5,4.8,0.0,3.75,4.69,0,0,0,True
COLLINSVILLE,Central,West Turin,0,1,3,1,23/4.8,3.75/4.7,4,1759,1970-01-01,23.0,4.8,0.0,3.75,4.7,0,0,0,True
COLOSSE,Central,Mexico,0,1,1,1,34.5/13.8,5.6/7.0,2,2836,1982-01-01,34.5,13.8,0.0,5.6,7.0,0,0,0,True
COLVIN AVE,East,Albany,0,3,3,1,34.5/4.16,5/6.25,6,2096,2006-10-11,34.5,4.16,0.0,5,6.25,0,0,0,True
COMMERCE AVE,East,Albany,0,1,2,1,34.5/13.8/7.9,7.5/8.4,3,722,1988-01-01,34.5,13.8,7.9,7.5,8.4,0,0,0,True
COMSTOCK,East,Fort Ann,1,0,1,1,115/4.8,3.75,2,435,1956-01-01,115.0,4.8,0.0,3.75,0,0,0,0,True
CONESUS LAKE,West,Conesus,0,1,3,1,34.5/4.8,2.5,4,1673,1967-05-23,34.5,4.8,0.0,2.5,0,0,0,0,True
CONKLING,Central,Utica,0,1,4,1,43.8/4.36,5/6.25,5,3611,1956-01-01,43.8,4.36,0.0,5,6.25,0,0,0,True
CONSTANTIA,Central,Constantia,0,1,1,1,34.5/4.16,3/3.65,2,810,1979-01-01,34.5,4.16,0.0,3,3.65,0,0,0,True
CORFU STATION,West,Pembroke,0,2,2,2,34.5/4.8,1.5,4,757,1974-01-01,34.5,4.8,0.0,1.5,0,0,0,0,True
CORINTH,East,Corinth,0,1,2,1,34.5/13.8,7.5/9.375/10.5,3,4013,1992-01-01,34.5,13.8,0.0,7.5,9.375,10.5,0,0,True
CORLISS PARK,East,Troy,0,1,3,1,34.5/4.16,5/6.25,4,2566,1963-11-01,34.5,4.16,0.0,5,6.25,0,0,0,True
CORTLAND,Central,Cortlandville,2,0,4,2,115/34.5,30/40/50,6,2403,1962-02-01,115.0,34.5,0.0,30,40,50,0,0,True
CORTLAND,Central,Cortlandville,2,0,4,3,34.5/4.8,1.667/1.9,0,2403,1962-02-01,34.5,4.8,0.0,1.667,1.9,0,0,0,True
CROWN POINT,East,Crown Point,1,0,1,1,115/13.8,7.5/9.375,2,1221,2007-07-01,115.0,13.8,0.0,7.5,9.375,0,0,0,True
CUBA LAKE,West,Cuba,0,1,2,1,34.5/4.8,2.5,3,1527,1964-01-01,34.5,4.8,0.0,2.5,0,0,0,0,True
CUBA,West,Cuba,0,2,3,1,34.4/5.04,3.75/4.688,5,1315,2010-02-05,34.4,5.04,0.0,3.75,4.688,0,0,0,True
CURRY RD,East,Rotterdam,2,0,6,1,115/13.8,18/24/30,8,11369,1969-10-01,115.0,13.8,0.0,18,24,30,0,0,True
CURRY RD,East,Rotterdam,2,0,6,1,115/13.8,20/26.7/33.3,0,11369,1969-10-01,115.0,13.8,0.0,20,26.7,33.3,0,0,True
CUYLER,Central,Cuyler,0,1,1,6,34.5/4.16,0.2,2,417,1970-01-01,34.5,4.16,0.0,0.2,0,0,0,0,True
DARIEN STATION,West,Darien,0,2,2,1,34.5/4.8,3.75,4,1283,1993-01-01,34.5,4.8,0.0,3.75,0,0,0,0,True
DAVID,Central,Ogdensburg,0,1,3,3,23/4.8,2,4,1049,1960-01-01,23.0,4.8,0.0,2,0,0,0,0,True
DEBALSO SUBSTATION,Central,New Hartford,1,0,3,1,115/13.8,15/20/25,4,4929,1992-07-06,115.0,13.8,0.0,15,20,25,0,0,True
DEERFIELD,Central,Deerfield,3,4,3,1,115/13.8,12/16/20,10,4206,2001-06-28,115.0,13.8,0.0,12,16,20,0,0,True
DEERFIELD,Central,Deerfield,3,4,3,1,115/46,20,0,4206,2001-06-28,115.0,46.0,0.0,20,0,0,0,0,True
DEKALB E.S.,Central,Dekalb,2,0,2,1,115/13.8,7.5/10.5,4,1778,1990-01-01,115.0,13.8,0.0,7.5,10.5,0,0,0,True
DELAMETER RD,West,Evans,0,2,4,1,115/13.8,12/16/20,6,8448,1974-10-01,115.0,13.8,0.0,12,16,20,0,0,True
DELANSON,East,Duanesburg,1,0,2,1,69/13.8,0,3,4074,2012-03-28,69.0,13.8,0.0,0,0,0,0,0,True
DELAWARE AVE,East,Albany,0,2,4,1,34.4/13.8,10/12.5,6,3394,2005-07-15,34.4,13.8,0.0,10,12.5,0,0,0,True
DELAWARE AVE,East,Albany,0,2,4,1,34.5/4.16,5/6.25,0,3394,2005-07-15,34.5,4.16,0.0,5,6.25,0,0,0,True
DELEVAN,West,Yorkshire,0,1,2,2,34.5/4.8,1.5,3,1579,1953-01-01,34.5,4.8,0.0,1.5,0,0,0,0,True
DELMAR,East,Bethlehem,0,2,6,1,34.4/4.8,5/6.25,8,2543,1960-07-01,34.4,4.8,0.0,5,6.25,0,0,0,True
DELMAR,East,Bethlehem,0,2,6,1,34.5/4.8,5/6.25,0,2543,1960-07-01,34.5,4.8,0.0,5,6.25,0,0,0,True
DELPHI,Central,Cazenovia,2,0,2,1,113/13.8,7.5/8.4,4,2972,1970-01-01,113.0,13.8,0.0,7.5,8.4,0,0,0,True
Depot Substation,East,Guilderland,0,1,2,1,34.5/13.8,3.5,3,113,2000-10-01,34.5,13.8,0.0,3.5,0,0,0,0,True
DEXTER,Central,Hounsfield,0,1,1,1,23/4.8,0.833,2,246,1960-01-01,23.0,4.8,0.0,0.833,0,0,0,0,True
DEXTER,Central,Hounsfield,0,1,1,2,23/4.8,0.833,0,246,1960-01-01,23.0,4.8,0.0,0.833,0,0,0,0,True
DORWIN,Central,Onondaga,0,4,2,1,34.5/4.16,5,6,2171,1961-01-01,34.5,4.16,0.0,5,0,0,0,0,True
DUGAN RD.,West,Olean,2,0,6,1,115/13.8,15/20/25,8,5190,1991-05-21,115.0,13.8,0.0,15,20,25,0,0,True
DUGAN RD.,West,Olean,2,0,6,1,115/13.8,15/20/25,0,5190,1991-05-21,115.0,13.8,0.0,15,20,25,0,0,True
DUGUID,Central,Manlius,1,0,5,1,115/13.8,20/26/33,6,9851,1999-02-12,115.0,13.8,0.0,20,26,33,0,0,True
E.J. WEST HYDRO,East,Hadley,1,0,1,1,115/13.8,6/7.5,2,1225,2006-10-05,115.0,13.8,0.0,6,7.5,0,0,0,True
EAGLE BA,Central,Inlet,1,0,2,3,46/4.8,1.25,3,2129,1957-01-01,46.0,4.8,0.0,1.25,0,0,0,0,True
EAGLE HARBOR,West,Albion,0,2,2,1,34.5/4.8,2.5,4,1188,1972-01-01,34.5,4.8,0.0,2.5,0,0,0,0,True
E BATAVIA STATION,West,Batavia,2,0,4,2,115/13.8,20/26.67/33.33,6,6289,2009-05-27,115.0,13.8,0.0,20,26.67,33.33,0,0,True
E. DUNKIRK,West,Dunkirk,2,0,5,1,113/13.8,7.5/8.4,7,3086,2010-10-07,113.0,13.8,0.0,7.5,8.4,0,0,0,True
E. DUNKIRK,West,Dunkirk,2,0,5,1,113/13.8,7.5/8.4,0,3086,2010-10-07,113.0,13.8,0.0,7.5,8.4,0,0,0,True
EAST FULTON SUBSTATION,Central,Volney,0,1,2,1,34.5/4.8,3.75,3,1402,1954-01-01,34.5,4.8,0.0,3.75,0,0,0,0,True
EAST GOLAH,West,Rush,2,0,6,1,115/13.8,15/20/25,8,7521,2011-05-09,115.0,13.8,0.0,15,20,25,0,0,True
EAST GOLAH,West,Rush,2,0,6,1,115/13.8,20/26.7/33.3,0,7521,2011-05-09,115.0,13.8,0.0,20,26.7,33.3,0,0,True
EAST MOLLOY ROAD,Central,Dewitt,2,0,4,1,115/13.8,15,6,2340,2002-07-15,115.0,13.8,0.0,15,0,0,0,0,True
EAST NORFOLK,Central,Norfolk,0,1,2,3,23/4.8,1,3,1377,1972-01-01,23.0,4.8,0.0,1,0,0,0,0,True
EAST OTTO,West,East Otto,0,2,2,1,34.5/4.8,2.5,4,906,1958-01-01,34.5,4.8,0.0,2.5,0,0,0,0,True
EAST PULASKI,Central,Richland,1,0,2,1,115/13.8,7.5/9.4,3,3744,1988-01-01,115.0,13.8,0.0,7.5,9.4,0,0,0,True
EAST SCHODACK,East,Schodack,0,1,1,1,34.5/4.8,3.75/4.687,2,550,1991-01-01,34.5,4.8,0.0,3.75,4.687,0,0,0,True
EAST SPRINGFIELD,East,Springfield,2,0,1,1,115/13.8,6/7.5,3,1105,2005-11-13,115.0,13.8,0.0,6,7.5,0,0,0,True
EAST SYRACUSE,Central,Dewitt,0,1,4,1,34.5/4.16,5/6.3,5,2008,1959-01-01,34.5,4.16,0.0,5,6.3,0,0,0,True
EAST WATERTOWN,Central,Watertown,2,0,4,1,115/13.8,12/16/20,6,6630,1973-01-01,115.0,13.8,0.0,12,16,20,0,0,True
EAST WORCESTER,East,Worcester,0,1,1,1,34.5/13.8/4.8,5,2,756,1993-01-01,34.5,13.8,4.8,5,0,0,0,0,True
EDEN CENTER,West,Eden,0,1,2,1,34.5/4.8,3.75,3,1859,1960-01-01,34.5,4.8,0.0,3.75,0,0,0,0,True
EDEN CENTER,West,Eden,0,1,2,1,345/120/13.8,400/448,0,1859,1960-01-01,345.0,120.0,13.8,400,448,0,0,0,True
EDEN CENTER,West,Eden,0,1,2,1,345/230/13.2,340/443,0,1859,1960-01-01,345.0,230.0,13.2,340,443,0,0,0,True
EDWARDS,Central,Edwards,0,1,1,1,34.5/4.8,1/1.15,2,664,1957-01-01,34.5,4.8,0.0,1,1.15,0,0,0,True
ELBA STATION,West,Elba,0,2,1,2,34.5/4.8,1.5,3,938,1952-01-01,34.5,4.8,0.0,1.5,0,0,0,0,True
ELLICOTT,West,Ellicott,0,2,1,1,34.5/4.8,2.5/3.13,3,770,1975-01-01,34.5,4.8,0.0,2.5,3.13,0,0,0,True
ELM STREET,Central,Malone,0,2,2,2,34.4/4.8,1.67/1.92,4,1725,1963-10-01,34.4,4.8,0.0,1.67,1.92,0,0,0,True
ELM STREET,Central,Malone,0,2,2,1,34.5/4.8,1.67/1.92,0,1725,1963-10-01,34.5,4.8,0.0,1.67,1.92,0,0,0,True
ELNORA,East,Clifton Park,1,0,4,1,115/13.8,15/20/25,5,5469,2000-09-29,115.0,13.8,0.0,15,20,25,0,0,True
ELSMERE,East,Bethlehem,0,1,2,1,34.5/4.8,7.5/9.375,3,1312,1971-01-01,34.5,4.8,0.0,7.5,9.375,0,0,0,True
EMMET,East,Schenectady,0,3,6,1,34.5/4.16,3/3.65,9,3699,1954-01-01,34.5,4.16,0.0,3,3.65,0,0,0,True
EMMET,East,Schenectady,0,3,6,1,34.5/4.16,3/6.25,0,3699,1954-01-01,34.5,4.16,0.0,3,6.25,0,0,0,True
EPHRATAH,East,Ephratah,2,1,2,1,69/23/13.2,5,5,944,2007-10-01,69.0,23.0,13.2,5,0,0,0,0,True
EPHRATAH,East,Ephratah,2,1,2,3,69/4.8,1.67,0,944,2007-10-01,69.0,4.8,0.0,1.67,0,0,0,0,True
EUCLID,Central,Clay,2,0,6,2,115/13.8,20/26.7/33.3,8,10360,1988-07-11,115.0,13.8,0.0,20,26.7,33.3,0,0,True
EVERETT RD,East,Colonie,1,0,4,1,115/13.8,15/20/25,5,4706,1990-01-01,115.0,13.8,0.0,15,20,25,0,0,True
